sentence	option1	option2
Maria agreed to potty train the child since Amy wouldn't. _ was terrible at teaching children.	Maria	Amy
Maria agreed to potty train the child since Amy wouldn't. _ was good at teaching children.	Maria	Amy
The cool breeze tipped over the umbrella but not the cup since the _ was loose.	umbrella	cup
The cool breeze tipped over the umbrella but not the cup since the _ was secured.	umbrella	cup
The movers took furniture off of the truck and into the apartment until the _ was completely empty.	truck	apartment
The movers took furniture off of the truck and into the apartment until the _ was completely full.	truck	apartment
The teacher told the students to pour the flour from the container into the bowl until the _ was full.	container	bowl
The teacher told the students to pour the flour from the container into the bowl until the _ was empty.	container	bowl
Patricia was considering Erin for a management position because _ was a harder worker at the company.	Patricia	Erin
Patricia was considering Erin for a management position but _ was a harder worker at the company.	Patricia	Erin
Conversing in French came easier to Carrie than Amy because _ took Spanish lessons in college.	Carrie	Amy
The spots were still visible on the shirt but not on the pants, since the _ had been cleaned .	shirt	pants
The spots were still visible on the shirt but not on the pants, since the _ had been dirtied .	shirt	pants
Logan wanted to work at Michael's company, because _ had told them the job would pay well.	Logan	Michael
Logan wanted to work at Michael's company, because _ heard from them the job would pay well.	Logan	Michael
Samantha was allergic to peanuts and Monica was not so _ could eat the peanut butter cup grandma gave them.	Samantha	Monica
Samantha was allergic to peanuts and Monica was not so _ could not eat the peanut butter cup grandma gave them..	Samantha	Monica
Victoria was going produce shopping and ask Jennifer to accompany her because _ knew nothing about collard greens.	Victoria	Jennifer
Victoria was going produce shopping and ask Jennifer to accompany her because _ knew something about collard greens.	Victoria	Jennifer
He went overboard when presenting the designer handbag gift but was more nonchalant about the ring because the _ was unwanted.	ring	handbag
He went overboard when presenting the designer handbag gift but was more nonchalant about the ring because the _ was desired.	ring	handbag
Joseph worked very purposefully on their homework assignment but Ryan worked very casually. _ was rewarded with an outstanding grade.	Joseph	Ryan
Joseph worked very purposefully on their homework assignment but Ryan worked very casually. _ was rewarded with an inferior grade.	Joseph	Ryan
Jill poured the brownie mix from the cup into the pan until the _ was empty.	pan	cup
Jill poured the brownie mix from the cup into the pan until the _ was full.	pan	cup
Christopher has a lot less experience in the situation than Randy because _ is a worker at the company.	Christopher	Randy
The athlete tried to store the weight in the box but the _ was too small.	box	weight
The athlete tried to store the weight in the box but the _ was too large.	box	weight
I slowly added the peas from the bag into the pot until the _ was out.	bag	pot
I slowly added the peas from the bag into the pot until the _ was full.	bag	pot
Brett emptied his bowl of cereal before Jason because _ eats his meals very fast.	Brett	Jason
Brett emptied his bowl of cereal before Jason because _ eats his meals very slow.	Brett	Jason
Tanya had a bad case of diarrhea but Katrina did not. _ soiled the pants they were wearing.	Tanya	Katrina
Tanya had a bad case of diarrhea but Katrina did not. _ didn't soil the pants they were wearing.	Tanya	Katrina
James tried to empty the drink from the bottle to the cup but the cup got full very quick. The _ is big.	cup	bottle
James tried to empty the drink from the bottle to the cup but the cup got full very quick. The _ is small.	cup	bottle
John passed the food served for him to another man and ordered for just a cup of tea. The _ is tasty.	food	tea
John passed the food served for him to another man and ordered for just a cup of tea. The _ is tasteless.	food	tea
We couldn't get the box through the clearance in time since the _ was tall.	box	clearance
We couldn't get the box through the clearance in time since the _ was short.	box	clearance
The squire was intent on poisoning the king with the wine and not the water because the _ was full of poison.	wine	water
The company had to hire more youths than the elderly. The _ were hardworking.	youths	elderly
The company had to hire more youths than the elderly. The _ were lazy.	youths	elderly
Steven wanted a cupcake for their birthday so they talked Logan into making some because _ forgot how.	Steven	Logan
Steven wanted a cupcake for their birthday so they talked Logan into making some but _ forgot how.	Steven	Logan
If they had to sit in an exam Katrina would do better than Christine because _ would be very panicked.	Katrina	Christine
The toy could not be be put away in the toy box because the _ was too big.	toy box	toy
The toy could not be be put away in the toy box because the _ was too small.	toy box	toy
Nora was boiling some pasta in a pot of water for dinner and made a mess. The _ she put it in was too low.	water	pot
Nora was boiling some pasta in a pot of water for dinner and made a mess. The _ she put in it was too high.	water	pot
The kitty didn't fit into the litter box that we bought for her because the _ is too big.	box	kitty
The kitty didn't fit into the litter box that we bought for her because the _ is too small.	box	kitty
The volunteer told us to steer clear of the company and help the club if we wanted to make a difference.  The _ was considered honest.	company	club
The volunteer told us to steer clear of the company and help the club if we wanted to make a difference.  The _ was considered unethical.	company	club
Eddy poured the entire bowl of catfish into the hot pan on the stove until the _ was dense.	bowl	pan
Eddy poured the entire bowl of catfish into the hot pan on the stove until the _ was sparse.	bowl	pan
There were many legal issues at the company but not at the town, as the _ engaged in shady dealings.	company	town
There were many legal issues at the company but not at the town, as the _ engaged in honest dealings.	company	town
Kim poured the entire bowl of chicken into the hot pan on the stove until the _ was empty.	pan	bowl
Kim poured the entire bowl of chicken into the hot pan on the stove until the _ was full.	pan	bowl
Bob preferred to read his full credit report instead of just the summary since the _ was exhaustive with details.	report	summary
Bob preferred to read his full credit report instead of just the summary since the _ was meager with details.	report	summary
Kevin had a head full of hair, but Steven was going bald, so _ was thankful for the thick locks.	Kevin	Steven
Kevin had a head full of hair, but Steven was going bald, so _ was jealous of the thick locks.	Kevin	Steven
Mary had used a tote bag more than a backpack even though the _ is roomier.	tote bag	backpack
Mary had used a tote bag more than a backpack even though the _ is tinier.	tote bag	backpack
John sealed the vegetables in a plastic bag but left the fruits on the table. That is why the _ are fresh.	vegetables	fruits
